param,value
S0_0_0_0,100000000
S0_0_1_0,0
S0_0_2_0,0
S0_0_3_0,0
S0_0_4_0,0
S0_1_0_0,0
S0_1_1_0,100000000
S0_1_2_0,0
S0_1_3_0,0
S0_1_4_0,0
S0_2_0_0,0
S0_2_1_0,0
S0_2_2_0,100000000
S0_2_3_0,0
S0_2_4_0,0
S0_3_0_0,0
S0_3_1_0,0
S0_3_2_0,0
S0_3_3_0,100000000
S0_3_4_0,0
S0_4_0_0,0
S0_4_1_0,0
S0_4_2_0,0
S0_4_3_0,0
S0_4_4_0,100000000
R0_0,9.3629607094
R0_1,9.3629607094
R0_2,9.3629607094
R0_3,9.3629607094
R0_4,9.3629607094
Sample_0,0.0678016882
Sample_1,0.0678016882
Sample_2,0.0678016882
Sample_3,0.0678016882
Sample_4,0.0678016882
Recover_0,0.1993103227
Recover_1,0.1993103227
Recover_2,0.1993103227
Recover_3,0.1993103227
Recover_4,0.1993103227
Stop_time_0,3.9941680575
Time_of_interest_0,50.0989652733
nSampled_tips_0,499
R2S_0,0.0
R2S_1,0.0
R2S_2,0.0
R2S_3,0.0
R2S_4,0.0
Total_S0_0,100000000
Total_S0_1,100000000
Total_S0_2,100000000
Total_S0_3,100000000
Total_S0_4,100000000
Infect_0,2.5e-08
Infect_1,2.5e-08
Infect_2,2.5e-08
Infect_3,2.5e-08
Infect_4,2.5e-08
VisitDepart_0_0,0.0063545212
VisitDepart_0_1,0.0063545212
VisitDepart_0_2,0.0063545212
VisitDepart_0_3,0.0063545212
VisitDepart_0_4,0.0063545212
VisitDepart_1_0,0.0063545212
VisitDepart_1_1,0.0063545212
VisitDepart_1_2,0.0063545212
VisitDepart_1_3,0.0063545212
VisitDepart_1_4,0.0063545212
VisitDepart_2_0,0.0063545212
VisitDepart_2_1,0.0063545212
VisitDepart_2_2,0.0063545212
VisitDepart_2_3,0.0063545212
VisitDepart_2_4,0.0063545212
VisitDepart_3_0,0.0063545212
VisitDepart_3_1,0.0063545212
VisitDepart_3_2,0.0063545212
VisitDepart_3_3,0.0063545212
VisitDepart_3_4,0.0063545212
VisitDepart_4_0,0.0063545212
VisitDepart_4_1,0.0063545212
VisitDepart_4_2,0.0063545212
VisitDepart_4_3,0.0063545212
VisitDepart_4_4,0.0063545212
VisitReturn_0_0,0.0535978649
VisitReturn_0_1,0.0535978649
VisitReturn_0_2,0.0535978649
VisitReturn_0_3,0.0535978649
VisitReturn_0_4,0.0535978649
VisitReturn_1_0,0.0535978649
VisitReturn_1_1,0.0535978649
VisitReturn_1_2,0.0535978649
VisitReturn_1_3,0.0535978649
VisitReturn_1_4,0.0535978649
VisitReturn_2_0,0.0535978649
VisitReturn_2_1,0.0535978649
VisitReturn_2_2,0.0535978649
VisitReturn_2_3,0.0535978649
VisitReturn_2_4,0.0535978649
VisitReturn_3_0,0.0535978649
VisitReturn_3_1,0.0535978649
VisitReturn_3_2,0.0535978649
VisitReturn_3_3,0.0535978649
VisitReturn_3_4,0.0535978649
VisitReturn_4_0,0.0535978649
VisitReturn_4_1,0.0535978649
VisitReturn_4_2,0.0535978649
VisitReturn_4_3,0.0535978649
VisitReturn_4_4,0.0535978649
VisitStationaryFreqs_0_0,0.6783170375
VisitStationaryFreqs_0_1,0.0804207406
VisitStationaryFreqs_0_2,0.0804207406
VisitStationaryFreqs_0_3,0.0804207406
VisitStationaryFreqs_0_4,0.0804207406
VisitStationaryFreqs_1_0,0.0804207406
VisitStationaryFreqs_1_1,0.6783170375
VisitStationaryFreqs_1_2,0.0804207406
VisitStationaryFreqs_1_3,0.0804207406
VisitStationaryFreqs_1_4,0.0804207406
VisitStationaryFreqs_2_0,0.0804207406
VisitStationaryFreqs_2_1,0.0804207406
VisitStationaryFreqs_2_2,0.6783170375
VisitStationaryFreqs_2_3,0.0804207406
VisitStationaryFreqs_2_4,0.0804207406
VisitStationaryFreqs_3_0,0.0804207406
VisitStationaryFreqs_3_1,0.0804207406
VisitStationaryFreqs_3_2,0.0804207406
VisitStationaryFreqs_3_3,0.6783170375
VisitStationaryFreqs_3_4,0.0804207406
VisitStationaryFreqs_4_0,0.0804207406
VisitStationaryFreqs_4_1,0.0804207406
VisitStationaryFreqs_4_2,0.0804207406
VisitStationaryFreqs_4_3,0.0804207406
VisitStationaryFreqs_4_4,0.6783170375
VisitApproxInfect_0_0,1.7e-08
VisitApproxInfect_0_1,2e-09
VisitApproxInfect_0_2,2e-09
VisitApproxInfect_0_3,2e-09
VisitApproxInfect_0_4,2e-09
VisitApproxInfect_1_0,2e-09
VisitApproxInfect_1_1,1.7e-08
VisitApproxInfect_1_2,2e-09
VisitApproxInfect_1_3,2e-09
VisitApproxInfect_1_4,2e-09
VisitApproxInfect_2_0,2e-09
VisitApproxInfect_2_1,2e-09
VisitApproxInfect_2_2,1.7e-08
VisitApproxInfect_2_3,2e-09
VisitApproxInfect_2_4,2e-09
VisitApproxInfect_3_0,2e-09
VisitApproxInfect_3_1,2e-09
VisitApproxInfect_3_2,2e-09
VisitApproxInfect_3_3,1.7e-08
VisitApproxInfect_3_4,2e-09
VisitApproxInfect_4_0,2e-09
VisitApproxInfect_4_1,2e-09
VisitApproxInfect_4_2,2e-09
VisitApproxInfect_4_3,2e-09
VisitApproxInfect_4_4,1.7e-08
StartState_0,2
StartState_1,2
actual_sim_time_0,3.9941680575
SampleCount_0,9.0
SampleCount_1,8.0
SampleCount_2,210.0
SampleCount_3,7.0
SampleCount_4,3.0
total_sampled_0,237.0
num_sampled_per_capita_0,9e-08
num_sampled_per_capita_1,8e-08
num_sampled_per_capita_2,2.1e-06
num_sampled_per_capita_3,7e-08
num_sampled_per_capita_4,3e-08
Prevalence_0,149.0
Prevalence_1,86.0
Prevalence_2,2203.0
Prevalence_3,108.0
Prevalence_4,36.0
per_capita_prevalence_at_t_0,1.49e-06
per_capita_prevalence_at_t_1,8.6e-07
per_capita_prevalence_at_t_2,2.203e-05
per_capita_prevalence_at_t_3,1.08e-06
per_capita_prevalence_at_t_4,3.6e-07
final_Susceptible_0_0_0,99999674.0
final_Susceptible_0_1_0,0.0
final_Susceptible_0_2_0,0.0
final_Susceptible_0_3_0,0.0
final_Susceptible_0_4_0,0.0
final_Susceptible_1_0_0,0.0
final_Susceptible_1_1_0,99999696.0
final_Susceptible_1_2_0,0.0
final_Susceptible_1_3_0,0.0
final_Susceptible_1_4_0,0.0
final_Susceptible_2_0_0,0.0
final_Susceptible_2_1_0,0.0
final_Susceptible_2_2_0,99998172.0
final_Susceptible_2_3_0,0.0
final_Susceptible_2_4_0,0.0
final_Susceptible_3_0_0,0.0
final_Susceptible_3_1_0,0.0
final_Susceptible_3_2_0,0.0
final_Susceptible_3_3_0,99999682.0
final_Susceptible_3_4_0,0.0
final_Susceptible_4_0_0,0.0
final_Susceptible_4_1_0,0.0
final_Susceptible_4_2_0,0.0
final_Susceptible_4_3_0,0.0
final_Susceptible_4_4_0,99999729.0
final_Contagious_0_0_0,98.0
final_Contagious_0_1_0,4.0
final_Contagious_0_2_0,165.0
final_Contagious_0_3_0,7.0
final_Contagious_0_4_0,1.0
final_Contagious_1_0_0,13.0
final_Contagious_1_1_0,54.0
final_Contagious_1_2_0,187.0
final_Contagious_1_3_0,8.0
final_Contagious_1_4_0,2.0
final_Contagious_2_0_0,16.0
final_Contagious_2_1_0,13.0
final_Contagious_2_2_0,1491.0
final_Contagious_2_3_0,13.0
final_Contagious_2_4_0,4.0
final_Contagious_3_0_0,10.0
final_Contagious_3_1_0,8.0
final_Contagious_3_2_0,180.0
final_Contagious_3_3_0,69.0
final_Contagious_3_4_0,5.0
final_Contagious_4_0_0,12.0
final_Contagious_4_1_0,7.0
final_Contagious_4_2_0,180.0
final_Contagious_4_3_0,11.0
final_Contagious_4_4_0,24.0
final_Recovered_0_0_0,51.0
final_Recovered_0_1_0,0.0
final_Recovered_0_2_0,0.0
final_Recovered_0_3_0,0.0
final_Recovered_0_4_0,0.0
final_Recovered_1_0_0,0.0
final_Recovered_1_1_0,40.0
final_Recovered_1_2_0,0.0
final_Recovered_1_3_0,0.0
final_Recovered_1_4_0,0.0
final_Recovered_2_0_0,0.0
final_Recovered_2_1_0,0.0
final_Recovered_2_2_0,292.0
final_Recovered_2_3_0,0.0
final_Recovered_2_4_0,0.0
final_Recovered_3_0_0,0.0
final_Recovered_3_1_0,0.0
final_Recovered_3_2_0,0.0
final_Recovered_3_3_0,46.0
final_Recovered_3_4_0,0.0
final_Recovered_4_0_0,0.0
final_Recovered_4_1_0,0.0
final_Recovered_4_2_0,0.0
final_Recovered_4_3_0,0.0
final_Recovered_4_4_0,37.0
most_recent_tip_age_0,0.0
log_R0_0,2.2367615556
log_R0_1,2.2367615556
log_R0_2,2.2367615556
log_R0_3,2.2367615556
log_R0_4,2.2367615556
log_Sample_0,-2.6911681847
log_Sample_1,-2.6911681847
log_Sample_2,-2.6911681847
log_Sample_3,-2.6911681847
log_Sample_4,-2.6911681847
log_Recover_0,-1.6128922582
log_Recover_1,-1.6128922582
log_Recover_2,-1.6128922582
log_Recover_3,-1.6128922582
log_Recover_4,-1.6128922582
log_VisitDepart_0_0,-5.0585887199
log_VisitDepart_0_1,-5.0585887199
log_VisitDepart_0_2,-5.0585887199
log_VisitDepart_0_3,-5.0585887199
log_VisitDepart_0_4,-5.0585887199
log_VisitDepart_1_0,-5.0585887199
