param,value
S0_0_0_0,100000000
S0_0_1_0,0
S0_0_2_0,0
S0_0_3_0,0
S0_1_0_0,0
S0_1_1_0,100000000
S0_1_2_0,0
S0_1_3_0,0
S0_2_0_0,0
S0_2_1_0,0
S0_2_2_0,100000000
S0_2_3_0,0
S0_3_0_0,0
S0_3_1_0,0
S0_3_2_0,0
S0_3_3_0,100000000
R0_0,6.9786622387
R0_1,6.9786622387
R0_2,6.9786622387
R0_3,6.9786622387
Sample_0,0.0496949174
Sample_1,0.0496949174
Sample_2,0.0496949174
Sample_3,0.0496949174
Recover_0,0.2603723017
Recover_1,0.2603723017
Recover_2,0.2603723017
Recover_3,0.2603723017
Stop_time_0,3.995084749
Time_of_interest_0,39.4488869471
nSampled_tips_0,499
R2S_0,0.0
R2S_1,0.0
R2S_2,0.0
R2S_3,0.0
Total_S0_0,100000000
Total_S0_1,100000000
Total_S0_2,100000000
Total_S0_3,100000000
Infect_0,2.16e-08
Infect_1,2.16e-08
Infect_2,2.16e-08
Infect_3,2.16e-08
VisitDepart_0_0,0.3253934501
VisitDepart_0_1,0.3253934501
VisitDepart_0_2,0.3253934501
VisitDepart_0_3,0.3253934501
VisitDepart_1_0,0.3253934501
VisitDepart_1_1,0.3253934501
VisitDepart_1_2,0.3253934501
VisitDepart_1_3,0.3253934501
VisitDepart_2_0,0.3253934501
VisitDepart_2_1,0.3253934501
VisitDepart_2_2,0.3253934501
VisitDepart_2_3,0.3253934501
VisitDepart_3_0,0.3253934501
VisitDepart_3_1,0.3253934501
VisitDepart_3_2,0.3253934501
VisitDepart_3_3,0.3253934501
VisitReturn_0_0,0.0609461955
VisitReturn_0_1,0.0609461955
VisitReturn_0_2,0.0609461955
VisitReturn_0_3,0.0609461955
VisitReturn_1_0,0.0609461955
VisitReturn_1_1,0.0609461955
VisitReturn_1_2,0.0609461955
VisitReturn_1_3,0.0609461955
VisitReturn_2_0,0.0609461955
VisitReturn_2_1,0.0609461955
VisitReturn_2_2,0.0609461955
VisitReturn_2_3,0.0609461955
VisitReturn_3_0,0.0609461955
VisitReturn_3_1,0.0609461955
VisitReturn_3_2,0.0609461955
VisitReturn_3_3,0.0609461955
VisitStationaryFreqs_0_0,0.0587644736
VisitStationaryFreqs_0_1,0.3137451755
VisitStationaryFreqs_0_2,0.3137451755
VisitStationaryFreqs_0_3,0.3137451755
VisitStationaryFreqs_1_0,0.3137451755
VisitStationaryFreqs_1_1,0.0587644736
VisitStationaryFreqs_1_2,0.3137451755
VisitStationaryFreqs_1_3,0.3137451755
VisitStationaryFreqs_2_0,0.3137451755
VisitStationaryFreqs_2_1,0.3137451755
VisitStationaryFreqs_2_2,0.0587644736
VisitStationaryFreqs_2_3,0.3137451755
VisitStationaryFreqs_3_0,0.3137451755
VisitStationaryFreqs_3_1,0.3137451755
VisitStationaryFreqs_3_2,0.3137451755
VisitStationaryFreqs_3_3,0.0587644736
VisitApproxInfect_0_0,1.3e-09
VisitApproxInfect_0_1,6.8e-09
VisitApproxInfect_0_2,6.8e-09
VisitApproxInfect_0_3,6.8e-09
VisitApproxInfect_1_0,6.8e-09
VisitApproxInfect_1_1,1.3e-09
VisitApproxInfect_1_2,6.8e-09
VisitApproxInfect_1_3,6.8e-09
VisitApproxInfect_2_0,6.8e-09
VisitApproxInfect_2_1,6.8e-09
VisitApproxInfect_2_2,1.3e-09
VisitApproxInfect_2_3,6.8e-09
VisitApproxInfect_3_0,6.8e-09
VisitApproxInfect_3_1,6.8e-09
VisitApproxInfect_3_2,6.8e-09
VisitApproxInfect_3_3,1.3e-09
StartState_0,1
StartState_1,3
actual_sim_time_0,3.995084749
SampleCount_0,13.0
SampleCount_1,6.0
SampleCount_2,1.0
SampleCount_3,51.0
total_sampled_0,71.0
num_sampled_per_capita_0,1.3e-07
num_sampled_per_capita_1,6e-08
num_sampled_per_capita_2,1e-08
num_sampled_per_capita_3,5.1e-07
Prevalence_0,123.0
Prevalence_1,71.0
Prevalence_2,20.0
Prevalence_3,521.0
per_capita_prevalence_at_t_0,1.23e-06
per_capita_prevalence_at_t_1,7.1e-07
per_capita_prevalence_at_t_2,2e-07
per_capita_prevalence_at_t_3,5.21e-06
final_Susceptible_0_0_0,99999777.0
final_Susceptible_0_1_0,0.0
final_Susceptible_0_2_0,0.0
final_Susceptible_0_3_0,0.0
final_Susceptible_1_0_0,0.0
final_Susceptible_1_1_0,99999733.0
final_Susceptible_1_2_0,0.0
final_Susceptible_1_3_0,0.0
final_Susceptible_2_0_0,0.0
final_Susceptible_2_1_0,0.0
final_Susceptible_2_2_0,99999708.0
final_Susceptible_2_3_0,0.0
final_Susceptible_3_0_0,0.0
final_Susceptible_3_1_0,0.0
final_Susceptible_3_2_0,0.0
final_Susceptible_3_3_0,99999874.0
final_Contagious_0_0_0,5.0
final_Contagious_0_1_0,23.0
final_Contagious_0_2_0,4.0
final_Contagious_0_3_0,158.0
final_Contagious_1_0_0,43.0
final_Contagious_1_1_0,7.0
final_Contagious_1_2_0,3.0
final_Contagious_1_3_0,167.0
final_Contagious_2_0_0,41.0
final_Contagious_2_1_0,14.0
final_Contagious_2_2_0,3.0
final_Contagious_2_3_0,170.0
final_Contagious_3_0_0,34.0
final_Contagious_3_1_0,27.0
final_Contagious_3_2_0,10.0
final_Contagious_3_3_0,26.0
final_Recovered_0_0_0,33.0
final_Recovered_0_1_0,0.0
final_Recovered_0_2_0,0.0
final_Recovered_0_3_0,0.0
final_Recovered_1_0_0,0.0
final_Recovered_1_1_0,48.0
final_Recovered_1_2_0,0.0
final_Recovered_1_3_0,0.0
final_Recovered_2_0_0,0.0
final_Recovered_2_1_0,0.0
final_Recovered_2_2_0,64.0
final_Recovered_2_3_0,0.0
final_Recovered_3_0_0,0.0
final_Recovered_3_1_0,0.0
final_Recovered_3_2_0,0.0
final_Recovered_3_3_0,29.0
most_recent_tip_age_0,0.0
log_R0_0,1.9428572421
log_R0_1,1.9428572421
log_R0_2,1.9428572421
log_R0_3,1.9428572421
log_Sample_0,-3.0018526176
log_Sample_1,-3.0018526176
log_Sample_2,-3.0018526176
log_Sample_3,-3.0018526176
log_Recover_0,-1.3456427428
log_Recover_1,-1.3456427428
log_Recover_2,-1.3456427428
log_Recover_3,-1.3456427428
log_VisitDepart_0_0,-1.1227202132
log_VisitDepart_0_1,-1.1227202132
log_VisitDepart_0_2,-1.1227202132
log_VisitDepart_0_3,-1.1227202132
log_VisitDepart_1_0,-1.1227202132
log_VisitDepart_1_1,-1.1227202132
log_VisitDepart_1_2,-1.1227202132
log_VisitDepart_1_3,-1.1227202132
log_VisitDepart_2_0,-1.1227202132
log_VisitDepart_2_1,-1.1227202132
log_VisitDepart_2_2,-1.1227202132
log_VisitDepart_2_3,-1.1227202132
log_VisitDepart_3_0,-1.1227202132
log_VisitDepart_3_1,-1.1227202132
log_VisitDepart_3_2,-1.1227202132
log_VisitDepart_3_3,-1.1227202132
log_VisitReturn_0_0,-2.7977638443
log_VisitReturn_0_1,-2.7977638443
log_VisitReturn_0_2,-2.7977638443
log_VisitReturn_0_3,-2.7977638443
log_VisitReturn_1_0,-2.7977638443
log_VisitReturn_1_1,-2.7977638443
log_VisitReturn_1_2,-2.7977638443
log_VisitReturn_1_3,-2.7977638443
log_VisitReturn_2_0,-2.7977638443
log_VisitReturn_2_1,-2.7977638443
log_VisitReturn_2_2,-2.7977638443
log_VisitReturn_2_3,-2.7977638443
log_VisitReturn_3_0,-2.7977638443
log_VisitReturn_3_1,-2.7977638443
log_VisitReturn_3_2,-2.7977638443
log_VisitReturn_3_3,-2.7977638443
log_Infect_0,-17.6487896714
log_Infect_1,-17.6487896714
log_Infect_2,-17.6487896714
log_Infect_3,-17.6487896714
