param,value
S0_0_0_0,100000000
S0_0_1_0,0
S0_0_2_0,0
S0_0_3_0,0
S0_1_0_0,0
S0_1_1_0,100000000
S0_1_2_0,0
S0_1_3_0,0
S0_2_0_0,0
S0_2_1_0,0
S0_2_2_0,100000000
S0_2_3_0,0
S0_3_0_0,0
S0_3_1_0,0
S0_3_2_0,0
S0_3_3_0,100000000
R0_0,8.4959166269
R0_1,8.4959166269
R0_2,8.4959166269
R0_3,8.4959166269
Sample_0,0.0162863685
Sample_1,0.0162863685
Sample_2,0.0162863685
Sample_3,0.0162863685
Recover_0,0.2186553617
Recover_1,0.2186553617
Recover_2,0.2186553617
Recover_3,0.2186553617
Stop_time_0,3.9934378612
Time_of_interest_0,0.6532467824
nSampled_tips_0,499
R2S_0,0.0
R2S_1,0.0
R2S_2,0.0
R2S_3,0.0
Total_S0_0,100000000
Total_S0_1,100000000
Total_S0_2,100000000
Total_S0_3,100000000
Infect_0,2e-08
Infect_1,2e-08
Infect_2,2e-08
Infect_3,2e-08
VisitDepart_0_0,0.1952514521
VisitDepart_0_1,0.1952514521
VisitDepart_0_2,0.1952514521
VisitDepart_0_3,0.1952514521
VisitDepart_1_0,0.1952514521
VisitDepart_1_1,0.1952514521
VisitDepart_1_2,0.1952514521
VisitDepart_1_3,0.1952514521
VisitDepart_2_0,0.1952514521
VisitDepart_2_1,0.1952514521
VisitDepart_2_2,0.1952514521
VisitDepart_2_3,0.1952514521
VisitDepart_3_0,0.1952514521
VisitDepart_3_1,0.1952514521
VisitDepart_3_2,0.1952514521
VisitDepart_3_3,0.1952514521
VisitReturn_0_0,0.0583616899
VisitReturn_0_1,0.0583616899
VisitReturn_0_2,0.0583616899
VisitReturn_0_3,0.0583616899
VisitReturn_1_0,0.0583616899
VisitReturn_1_1,0.0583616899
VisitReturn_1_2,0.0583616899
VisitReturn_1_3,0.0583616899
VisitReturn_2_0,0.0583616899
VisitReturn_2_1,0.0583616899
VisitReturn_2_2,0.0583616899
VisitReturn_2_3,0.0583616899
VisitReturn_3_0,0.0583616899
VisitReturn_3_1,0.0583616899
VisitReturn_3_2,0.0583616899
VisitReturn_3_3,0.0583616899
VisitStationaryFreqs_0_0,0.090607415
VisitStationaryFreqs_0_1,0.3031308617
VisitStationaryFreqs_0_2,0.3031308617
VisitStationaryFreqs_0_3,0.3031308617
VisitStationaryFreqs_1_0,0.3031308617
VisitStationaryFreqs_1_1,0.090607415
VisitStationaryFreqs_1_2,0.3031308617
VisitStationaryFreqs_1_3,0.3031308617
VisitStationaryFreqs_2_0,0.3031308617
VisitStationaryFreqs_2_1,0.3031308617
VisitStationaryFreqs_2_2,0.090607415
VisitStationaryFreqs_2_3,0.3031308617
VisitStationaryFreqs_3_0,0.3031308617
VisitStationaryFreqs_3_1,0.3031308617
VisitStationaryFreqs_3_2,0.3031308617
VisitStationaryFreqs_3_3,0.090607415
VisitApproxInfect_0_0,1.8e-09
VisitApproxInfect_0_1,6.1e-09
VisitApproxInfect_0_2,6.1e-09
VisitApproxInfect_0_3,6.1e-09
VisitApproxInfect_1_0,6.1e-09
VisitApproxInfect_1_1,1.8e-09
VisitApproxInfect_1_2,6.1e-09
VisitApproxInfect_1_3,6.1e-09
VisitApproxInfect_2_0,6.1e-09
VisitApproxInfect_2_1,6.1e-09
VisitApproxInfect_2_2,1.8e-09
VisitApproxInfect_2_3,6.1e-09
VisitApproxInfect_3_0,6.1e-09
VisitApproxInfect_3_1,6.1e-09
VisitApproxInfect_3_2,6.1e-09
VisitApproxInfect_3_3,1.8e-09
StartState_0,3
StartState_1,0
actual_sim_time_0,3.9934378612
SampleCount_0,80.0
SampleCount_1,7.0
SampleCount_2,1.0
SampleCount_3,16.0
total_sampled_0,104.0
num_sampled_per_capita_0,8e-07
num_sampled_per_capita_1,7e-08
num_sampled_per_capita_2,1e-08
num_sampled_per_capita_3,1.6e-07
Prevalence_0,5.0
Prevalence_1,0.0
Prevalence_2,0.0
Prevalence_3,0.0
per_capita_prevalence_at_t_0,5e-08
per_capita_prevalence_at_t_1,0.0
per_capita_prevalence_at_t_2,0.0
per_capita_prevalence_at_t_3,0.0
final_Susceptible_0_0_0,99999755.0
final_Susceptible_0_1_0,0.0
final_Susceptible_0_2_0,0.0
final_Susceptible_0_3_0,0.0
final_Susceptible_1_0_0,0.0
final_Susceptible_1_1_0,99999453.0
final_Susceptible_1_2_0,0.0
final_Susceptible_1_3_0,0.0
final_Susceptible_2_0_0,0.0
final_Susceptible_2_1_0,0.0
final_Susceptible_2_2_0,99999382.0
final_Susceptible_2_3_0,0.0
final_Susceptible_3_0_0,0.0
final_Susceptible_3_1_0,0.0
final_Susceptible_3_2_0,0.0
final_Susceptible_3_3_0,99999431.0
final_Contagious_0_0_0,103.0
final_Contagious_0_1_0,28.0
final_Contagious_0_2_0,16.0
final_Contagious_0_3_0,59.0
final_Contagious_1_0_0,409.0
final_Contagious_1_1_0,11.0
final_Contagious_1_2_0,8.0
final_Contagious_1_3_0,28.0
final_Contagious_2_0_0,455.0
final_Contagious_2_1_0,13.0
final_Contagious_2_2_0,19.0
final_Contagious_2_3_0,40.0
final_Contagious_3_0_0,429.0
final_Contagious_3_1_0,13.0
final_Contagious_3_2_0,16.0
final_Contagious_3_3_0,21.0
final_Recovered_0_0_0,39.0
final_Recovered_0_1_0,0.0
final_Recovered_0_2_0,0.0
final_Recovered_0_3_0,0.0
final_Recovered_1_0_0,0.0
final_Recovered_1_1_0,91.0
final_Recovered_1_2_0,0.0
final_Recovered_1_3_0,0.0
final_Recovered_2_0_0,0.0
final_Recovered_2_1_0,0.0
final_Recovered_2_2_0,91.0
final_Recovered_2_3_0,0.0
final_Recovered_3_0_0,0.0
final_Recovered_3_1_0,0.0
final_Recovered_3_2_0,0.0
final_Recovered_3_3_0,91.0
most_recent_tip_age_0,0.0
log_R0_0,2.1395856512
log_R0_1,2.1395856512
log_R0_2,2.1395856512
log_R0_3,2.1395856512
log_Sample_0,-4.1174268069
log_Sample_1,-4.1174268069
log_Sample_2,-4.1174268069
log_Sample_3,-4.1174268069
log_Recover_0,-1.5202584795
log_Recover_1,-1.5202584795
log_Recover_2,-1.5202584795
log_Recover_3,-1.5202584795
log_VisitDepart_0_0,-1.6334670529
log_VisitDepart_0_1,-1.6334670529
log_VisitDepart_0_2,-1.6334670529
log_VisitDepart_0_3,-1.6334670529
log_VisitDepart_1_0,-1.6334670529
log_VisitDepart_1_1,-1.6334670529
log_VisitDepart_1_2,-1.6334670529
log_VisitDepart_1_3,-1.6334670529
log_VisitDepart_2_0,-1.6334670529
log_VisitDepart_2_1,-1.6334670529
log_VisitDepart_2_2,-1.6334670529
log_VisitDepart_2_3,-1.6334670529
log_VisitDepart_3_0,-1.6334670529
log_VisitDepart_3_1,-1.6334670529
log_VisitDepart_3_2,-1.6334670529
log_VisitDepart_3_3,-1.6334670529
log_VisitReturn_0_0,-2.841095599
log_VisitReturn_0_1,-2.841095599
log_VisitReturn_0_2,-2.841095599
log_VisitReturn_0_3,-2.841095599
log_VisitReturn_1_0,-2.841095599
log_VisitReturn_1_1,-2.841095599
log_VisitReturn_1_2,-2.841095599
log_VisitReturn_1_3,-2.841095599
log_VisitReturn_2_0,-2.841095599
log_VisitReturn_2_1,-2.841095599
log_VisitReturn_2_2,-2.841095599
log_VisitReturn_2_3,-2.841095599
log_VisitReturn_3_0,-2.841095599
log_VisitReturn_3_1,-2.841095599
log_VisitReturn_3_2,-2.841095599
log_VisitReturn_3_3,-2.841095599
log_Infect_0,-17.7295128447
log_Infect_1,-17.7295128447
log_Infect_2,-17.7295128447
log_Infect_3,-17.7295128447
