param,value
S0_0_0_0,100000000
S0_0_1_0,0
S0_0_2_0,0
S0_1_0_0,0
S0_1_1_0,100000000
S0_1_2_0,0
S0_2_0_0,0
S0_2_1_0,0
S0_2_2_0,100000000
R0_0,9.1746731494
R0_1,9.1746731494
R0_2,9.1746731494
Sample_0,0.0150602209
Sample_1,0.0150602209
Sample_2,0.0150602209
Recover_0,0.3364499295
Recover_1,0.3364499295
Recover_2,0.3364499295
Stop_time_0,3.9936999257
Time_of_interest_0,11.563855825
nSampled_tips_0,499
R2S_0,0.0
R2S_1,0.0
R2S_2,0.0
Total_S0_0,100000000
Total_S0_1,100000000
Total_S0_2,100000000
Infect_0,3.22e-08
Infect_1,3.22e-08
Infect_2,3.22e-08
VisitDepart_0_0,0.1744042422
VisitDepart_0_1,0.1744042422
VisitDepart_0_2,0.1744042422
VisitDepart_1_0,0.1744042422
VisitDepart_1_1,0.1744042422
VisitDepart_1_2,0.1744042422
VisitDepart_2_0,0.1744042422
VisitDepart_2_1,0.1744042422
VisitDepart_2_2,0.1744042422
VisitReturn_0_0,0.1099463355
VisitReturn_0_1,0.1099463355
VisitReturn_0_2,0.1099463355
VisitReturn_1_0,0.1099463355
VisitReturn_1_1,0.1099463355
VisitReturn_1_2,0.1099463355
VisitReturn_2_0,0.1099463355
VisitReturn_2_1,0.1099463355
VisitReturn_2_2,0.1099463355
VisitStationaryFreqs_0_0,0.2396625184
VisitStationaryFreqs_0_1,0.3801687408
VisitStationaryFreqs_0_2,0.3801687408
VisitStationaryFreqs_1_0,0.3801687408
VisitStationaryFreqs_1_1,0.2396625184
VisitStationaryFreqs_1_2,0.3801687408
VisitStationaryFreqs_2_0,0.3801687408
VisitStationaryFreqs_2_1,0.3801687408
VisitStationaryFreqs_2_2,0.2396625184
VisitApproxInfect_0_0,7.7e-09
VisitApproxInfect_0_1,1.23e-08
VisitApproxInfect_0_2,1.23e-08
VisitApproxInfect_1_0,1.23e-08
VisitApproxInfect_1_1,7.7e-09
VisitApproxInfect_1_2,1.23e-08
VisitApproxInfect_2_0,1.23e-08
VisitApproxInfect_2_1,1.23e-08
VisitApproxInfect_2_2,7.7e-09
StartState_0,2
StartState_1,0
actual_sim_time_0,3.9936999257
SampleCount_0,6916.0
SampleCount_1,4724.0
SampleCount_2,2949.0
total_sampled_0,14589.0
num_sampled_per_capita_0,6.916e-05
num_sampled_per_capita_1,4.724e-05
num_sampled_per_capita_2,2.949e-05
Prevalence_0,121450.0
Prevalence_1,84359.0
Prevalence_2,52992.0
per_capita_prevalence_at_t_0,0.0012145
per_capita_prevalence_at_t_1,0.00084359
per_capita_prevalence_at_t_2,0.00052992
final_Susceptible_0_0_0,99905187.0
final_Susceptible_0_1_0,0.0
final_Susceptible_0_2_0,0.0
final_Susceptible_1_0_0,0.0
final_Susceptible_1_1_0,99898070.0
final_Susceptible_1_2_0,0.0
final_Susceptible_2_0_0,0.0
final_Susceptible_2_1_0,0.0
final_Susceptible_2_2_0,99891721.0
final_Contagious_0_0_0,27844.0
final_Contagious_0_1_0,32617.0
final_Contagious_0_2_0,20025.0
final_Contagious_1_0_0,46762.0
final_Contagious_1_1_0,20111.0
final_Contagious_1_2_0,19495.0
final_Contagious_2_0_0,46844.0
final_Contagious_2_1_0,31631.0
final_Contagious_2_2_0,13472.0
final_Recovered_0_0_0,14327.0
final_Recovered_0_1_0,0.0
final_Recovered_0_2_0,0.0
final_Recovered_1_0_0,0.0
final_Recovered_1_1_0,15562.0
final_Recovered_1_2_0,0.0
final_Recovered_2_0_0,0.0
final_Recovered_2_1_0,0.0
final_Recovered_2_2_0,16333.0
most_recent_tip_age_0,0.0
log_R0_0,2.2164467693
log_R0_1,2.2164467693
log_R0_2,2.2164467693
log_Sample_0,-4.1956983881
log_Sample_1,-4.1956983881
log_Sample_2,-4.1956983881
log_Recover_0,-1.0893059389
log_Recover_1,-1.0893059389
log_Recover_2,-1.0893059389
log_VisitDepart_0_0,-1.746379443
log_VisitDepart_0_1,-1.746379443
log_VisitDepart_0_2,-1.746379443
log_VisitDepart_1_0,-1.746379443
log_VisitDepart_1_1,-1.746379443
log_VisitDepart_1_2,-1.746379443
log_VisitDepart_2_0,-1.746379443
log_VisitDepart_2_1,-1.746379443
log_VisitDepart_2_2,-1.746379443
log_VisitReturn_0_0,-2.2077628917
log_VisitReturn_0_1,-2.2077628917
log_VisitReturn_0_2,-2.2077628917
log_VisitReturn_1_0,-2.2077628917
log_VisitReturn_1_1,-2.2077628917
log_VisitReturn_1_2,-2.2077628917
log_VisitReturn_2_0,-2.2077628917
log_VisitReturn_2_1,-2.2077628917
log_VisitReturn_2_2,-2.2077628917
log_Infect_0,-17.2497506654
log_Infect_1,-17.2497506654
log_Infect_2,-17.2497506654
