param,value
S0_0_0_0,472691
S0_0_1_0,0
S0_0_2_0,0
S0_0_3_0,0
S0_0_4_0,0
S0_1_0_0,0
S0_1_1_0,472691
S0_1_2_0,0
S0_1_3_0,0
S0_1_4_0,0
S0_2_0_0,0
S0_2_1_0,0
S0_2_2_0,472691
S0_2_3_0,0
S0_2_4_0,0
S0_3_0_0,0
S0_3_1_0,0
S0_3_2_0,0
S0_3_3_0,472691
S0_3_4_0,0
S0_4_0_0,0
S0_4_1_0,0
S0_4_2_0,0
S0_4_3_0,0
S0_4_4_0,472691
R0_0,6.2234115437
R0_1,6.2234115437
R0_2,6.2234115437
R0_3,6.2234115437
R0_4,6.2234115437
Sample_0,0.0898594518
Sample_1,0.0898594518
Sample_2,0.0898594518
Sample_3,0.0898594518
Sample_4,0.0898594518
Recover_0,0.1441241172
Recover_1,0.1441241172
Recover_2,0.1441241172
Recover_3,0.1441241172
Recover_4,0.1441241172
Stop_time_0,11.168391975
Time_of_interest_0,23.3568715315
nSampled_tips_0,206
R2S_0,0.0
R2S_1,0.0
R2S_2,0.0
R2S_3,0.0
R2S_4,0.0
Total_S0_0,472691
Total_S0_1,472691
Total_S0_2,472691
Total_S0_3,472691
Total_S0_4,472691
Infect_0,3.0806e-06
Infect_1,3.0806e-06
Infect_2,3.0806e-06
Infect_3,3.0806e-06
Infect_4,3.0806e-06
VisitDepart_0_0,0.0021001189
VisitDepart_0_1,0.0021001189
VisitDepart_0_2,0.0021001189
VisitDepart_0_3,0.0021001189
VisitDepart_0_4,0.0021001189
VisitDepart_1_0,0.0021001189
VisitDepart_1_1,0.0021001189
VisitDepart_1_2,0.0021001189
VisitDepart_1_3,0.0021001189
VisitDepart_1_4,0.0021001189
VisitDepart_2_0,0.0021001189
VisitDepart_2_1,0.0021001189
VisitDepart_2_2,0.0021001189
VisitDepart_2_3,0.0021001189
VisitDepart_2_4,0.0021001189
VisitDepart_3_0,0.0021001189
VisitDepart_3_1,0.0021001189
VisitDepart_3_2,0.0021001189
VisitDepart_3_3,0.0021001189
VisitDepart_3_4,0.0021001189
VisitDepart_4_0,0.0021001189
VisitDepart_4_1,0.0021001189
VisitDepart_4_2,0.0021001189
VisitDepart_4_3,0.0021001189
VisitDepart_4_4,0.0021001189
VisitReturn_0_0,0.5929131639
VisitReturn_0_1,0.5929131639
VisitReturn_0_2,0.5929131639
VisitReturn_0_3,0.5929131639
VisitReturn_0_4,0.5929131639
VisitReturn_1_0,0.5929131639
VisitReturn_1_1,0.5929131639
VisitReturn_1_2,0.5929131639
VisitReturn_1_3,0.5929131639
VisitReturn_1_4,0.5929131639
VisitReturn_2_0,0.5929131639
VisitReturn_2_1,0.5929131639
